work_year,salary,salary_in_usd,job_title,job_category,salary_currency,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021.0,179018.0,144187.0,Data Scientist  ,Analysis,us dolars,IN,EX,PT,In-person,UK,L
2020.0,174199.0,148071.0,Statistician  (Remote),Engineering,EUR,US,MI,CT,Remote,CN,M
2021.0,146101.0,184637.0,Data Scientist  (Remote),Analysis,EUR,DE,EN,CT,Hybrid,IN,M
2020.0,139002.0,160101.0,Data Analyst  (Remote),Engineering,GBP,JP,MI,FL,Hybrid,CN,S
2021.0,190476.0,116462.0,Machine Learning Engineer  ,Data Science,EUR,MX,EN,PT,Hybrid,MX,M
2022.0,47401.0,43376.0,Data Scientist  in office,ML/AI,INR,DE,SE,PT,In-person,IN,S
2020.0,176500.0,182947.0,Data Scientist  (Remote),Analysis,INR,MX,SE,FT,Remote,MX,M
2020.0,131958.0,77606.0,Data Engineer  ,Data Science,us dolars,CN,SE,PT,In-person,UK,L
2020.0,142046.0,108393.0,Data Engineer  (Remote),Data Science,EUR,IN,SE,PT,Remote,MX,S
2022.0,94372.0,92996.0,Data Engineer  ,Analysis,EUR,CN,EX,FL,Hybrid,US,S
2021.0,41971.0,31283.0,Machine Learning Engineer  (Remote),Data Science,us dolars,CN,SE,FT,Hybrid,UK,S
2022.0,118018.0,110456.0,Data Analyst  ,Analysis,JPY,IN,MI,FL,Hybrid,JP,M
2020.0,-154768.0,95783.0,Data Analyst  (Remote),Data Science,EUR,US,SE,PT,In-person,UK,S
2021.0,46565.0,126382.0,Data Analyst  (Remote),Data Science,EUR,CN,EX,FT,In-person,IN,S
2022.0,36829.0,102178.0,Machine Learning Engineer  (Remote),Analysis,EUR,JP,MI,FL,Remote,MX,L
2020.0,106023.0,47365.0,Machine Learning Engineer  in office,Engineering,EUR,MX,EX,FT,Remote,CN,S
2020.0,-196507.0,142255.0,Data Engineer  ,Data Science,EUR,IN,SE,PT,Hybrid,MX,S
2022.0,111823.0,179021.0,Data Scientist  in office,ML/AI,EUR,IN,EN,FT,In-person,DE,M
2022.0,68941.0,146829.0,Statistician  ,Analysis,JPY,MX,MI,FT,In-person,JP,M
2022.0,141539.0,194575.0,Statistician  (Remote),ML/AI,EUR,DE,EN,FT,Remote,US,L
2020.0,39176.0,156267.0,Data Scientist  ,ML/AI,GBP,UK,EX,PT,Remote,MX,L
2022.0,81516.0,106387.0,Data Engineer  ,Analysis,JPY,CN,EN,PT,In-person,CN,M
2020.0,176144.0,109942.0,Data Scientist  (Remote),Data Science,GBP,JP,MI,FT,In-person,UK,L
2022.0,127368.0,176000.0,Data Scientist  (Remote),Engineering,JPY,US,EN,FL,Remote,JP,L
2020.0,-180761.0,177904.0,Statistician  (Remote),Data Science,EUR,CN,SE,FL,In-person,IN,S
2020.0,179671.0,168606.0,Data Engineer  ,Analysis,JPY,MX,MI,PT,In-person,MX,S
2021.0,-155670.0,162907.0,Machine Learning Engineer  (Remote),Data Science,EUR,US,SE,CT,Hybrid,US,S
2022.0,-112045.0,100251.0,Statistician  (Remote),Data Science,EUR,DE,SE,FL,In-person,UK,S
2022.0,196460.0,194453.0,Machine Learning Engineer  ,Engineering,GBP,CN,EX,FT,In-person,MX,M
2020.0,148903.0,84780.0,Data Engineer  in office,Data Science,JPY,US,EX,CT,In-person,CN,M
2020.0,80603.0,96412.0,Data Scientist  ,Analysis,JPY,CN,MI,PT,Remote,UK,M
2020.0,104736.0,170397.0,Data Analyst  ,Analysis,INR,IN,MI,FL,Hybrid,US,L
2021.0,55789.0,190518.0,Data Analyst  ,Data Science,us dolars,CN,EN,CT,Remote,CN,M
2021.0,118623.0,128975.0,Data Engineer  (Remote),Analysis,us dolars,JP,MI,PT,Hybrid,DE,S
2020.0,82282.0,159788.0,Data Analyst  ,ML/AI,EUR,CN,MI,PT,Hybrid,DE,S
2022.0,63464.0,90662.0,Machine Learning Engineer  in office,Engineering,JPY,US,EX,FT,In-person,JP,L
2022.0,71994.0,128664.0,Data Analyst  ,Analysis,JPY,JP,MI,FL,Hybrid,MX,S
2021.0,137309.0,110249.0,Data Engineer  ,Data Science,JPY,US,EN,CT,Hybrid,UK,S
2021.0,153189.0,86525.0,Data Engineer  (Remote),Engineering,JPY,MX,MI,FT,In-person,JP,M
2020.0,121123.0,171656.0,Machine Learning Engineer  (Remote),Analysis,us dolars,MX,MI,FL,In-person,US,S
2022.0,55594.0,164973.0,Data Analyst  in office,Engineering,GBP,UK,MI,CT,Hybrid,CN,M
2020.0,148406.0,143094.0,Data Analyst  ,Data Science,INR,UK,SE,PT,Remote,JP,M
2021.0,-135021.0,86203.0,Data Scientist  ,Data Science,EUR,JP,SE,PT,Hybrid,MX,S
2022.0,58386.0,117597.0,Statistician  ,ML/AI,GBP,MX,EN,FL,Remote,UK,S
2022.0,96652.0,32090.0,Data Engineer  ,Analysis,us dolars,UK,EX,FT,Remote,MX,L
2021.0,124835.0,187924.0,Data Scientist  ,ML/AI,INR,UK,EX,CT,Hybrid,DE,L
2020.0,128123.0,52454.0,Data Engineer  ,Analysis,JPY,IN,SE,CT,Remote,DE,S
2020.0,47540.0,85084.0,Data Scientist  (Remote),Engineering,us dolars,US,EN,PT,Hybrid,US,M
2022.0,143483.0,127103.0,Statistician  in office,Analysis,us dolars,UK,EX,FL,Remote,IN,M
2021.0,63756.0,194895.0,Data Scientist  ,Analysis,INR,JP,EX,FT,Remote,JP,L
2022.0,166659.0,193079.0,Data Engineer  ,Analysis,EUR,IN,MI,PT,Hybrid,US,M
2021.0,119792.0,134560.0,Data Analyst  (Remote),ML/AI,us dolars,MX,MI,PT,In-person,DE,L
2020.0,79039.0,175213.0,Data Engineer  ,Analysis,GBP,UK,MI,FT,In-person,MX,M
2021.0,171341.0,42746.0,Machine Learning Engineer  (Remote),Data Science,GBP,CN,SE,CT,Hybrid,UK,S
2020.0,36088.0,33347.0,Machine Learning Engineer  in office,Analysis,JPY,MX,MI,CT,Hybrid,UK,S
2021.0,130649.0,170433.0,Machine Learning Engineer  ,Engineering,us dolars,JP,EN,FL,In-person,CN,M
2022.0,72044.0,141972.0,Machine Learning Engineer  in office,Data Science,JPY,US,SE,PT,In-person,IN,L
2020.0,188153.0,34101.0,Statistician  ,Engineering,us dolars,MX,EX,FL,Remote,IN,S
2022.0,171615.0,135811.0,Data Analyst  in office,Engineering,INR,CN,EX,CT,Remote,DE,L
2022.0,33005.0,78095.0,Data Analyst  in office,Engineering,us dolars,MX,EN,FT,Remote,IN,S
2020.0,67203.0,131483.0,Data Engineer  ,Data Science,EUR,UK,EN,CT,In-person,IN,M
2020.0,46220.0,193740.0,Data Scientist  in office,Data Science,GBP,JP,EX,CT,Hybrid,UK,S
2022.0,138991.0,150902.0,Data Engineer  (Remote),ML/AI,INR,CN,EN,PT,Remote,CN,M
2022.0,62696.0,47747.0,Data Engineer  (Remote),Data Science,GBP,JP,EN,CT,Hybrid,JP,L
2022.0,76381.0,176081.0,Data Engineer  in office,Analysis,JPY,DE,EN,FL,In-person,MX,S
2022.0,161148.0,119187.0,Data Engineer  in office,Engineering,INR,MX,MI,FT,Remote,UK,L
2020.0,134056.0,162128.0,Data Analyst  (Remote),ML/AI,EUR,CN,EX,PT,In-person,CN,L
2020.0,180018.0,193982.0,Data Scientist  ,Data Science,GBP,JP,EN,FT,Hybrid,UK,M
2022.0,53471.0,182287.0,Data Engineer  (Remote),Data Science,EUR,CN,SE,FL,Remote,DE,S
2021.0,143298.0,60375.0,Data Analyst  in office,Data Science,us dolars,DE,MI,FL,Hybrid,CN,S
2021.0,199810.0,171148.0,Data Engineer  (Remote),Data Science,EUR,US,SE,CT,Hybrid,CN,S
2020.0,-124673.0,146612.0,Machine Learning Engineer  ,Data Science,EUR,US,SE,FL,Remote,DE,S
2022.0,54440.0,140541.0,Data Engineer  (Remote),Data Science,EUR,MX,EX,CT,Remote,CN,M
2022.0,41862.0,196321.0,Data Engineer  ,Engineering,EUR,IN,EX,PT,In-person,MX,L
2020.0,131415.0,70664.0,Statistician  in office,Analysis,EUR,CN,EX,FT,Remote,JP,S
2021.0,98273.0,68779.0,Machine Learning Engineer  (Remote),Data Science,GBP,DE,MI,CT,Remote,US,S
2021.0,137848.0,89312.0,Data Scientist  (Remote),ML/AI,INR,JP,EX,CT,Remote,IN,S
2021.0,51788.0,41414.0,Data Engineer  ,Data Science,us dolars,IN,SE,PT,Remote,CN,M
2020.0,186594.0,197990.0,Data Scientist  (Remote),Data Science,GBP,CN,EN,FL,Remote,IN,M
2021.0,100185.0,176948.0,Machine Learning Engineer  (Remote),Analysis,EUR,IN,EX,CT,In-person,UK,S
2020.0,160683.0,153938.0,Data Engineer  ,Engineering,us dolars,CN,MI,FL,Hybrid,UK,L
2020.0,168896.0,39198.0,Statistician  (Remote),ML/AI,INR,MX,EX,CT,In-person,CN,M
2022.0,150824.0,123302.0,Data Analyst  ,Engineering,JPY,MX,EX,FL,Hybrid,CN,S
2021.0,37799.0,129524.0,Statistician  in office,Engineering,EUR,US,SE,CT,Remote,CN,L
2020.0,115406.0,198501.0,Statistician  (Remote),Engineering,EUR,JP,SE,FT,In-person,MX,M
2021.0,75147.0,133170.0,Data Analyst  ,Data Science,EUR,DE,MI,FT,Hybrid,MX,M
2021.0,153699.0,153393.0,Data Analyst  ,Analysis,EUR,MX,MI,FT,Hybrid,JP,M
2022.0,38614.0,146305.0,Data Analyst  (Remote),Data Science,us dolars,US,MI,CT,Remote,CN,S
2021.0,55147.0,150759.0,Data Engineer  ,ML/AI,INR,IN,MI,FL,Remote,MX,M
2022.0,106637.0,100148.0,Data Scientist  in office,Data Science,EUR,UK,SE,PT,Hybrid,IN,S
2020.0,136210.0,138169.0,Data Scientist  in office,Engineering,us dolars,MX,EN,PT,In-person,UK,L
2021.0,50914.0,61528.0,Data Analyst  (Remote),Analysis,INR,IN,EN,PT,Hybrid,UK,S
2020.0,93699.0,171355.0,Statistician  in office,ML/AI,GBP,UK,MI,FT,In-person,MX,L
2021.0,39615.0,166025.0,Machine Learning Engineer  (Remote),Data Science,EUR,CN,MI,FT,In-person,CN,M
2020.0,80785.0,155728.0,Data Analyst  (Remote),Data Science,INR,US,EN,FT,Hybrid,DE,S
2021.0,118589.0,116234.0,Statistician  ,Engineering,EUR,CN,SE,FL,In-person,MX,S
2021.0,109017.0,89121.0,Statistician  ,Data Science,INR,DE,EN,FT,Hybrid,US,M
2021.0,76898.0,52016.0,Data Engineer  ,Data Science,JPY,JP,MI,FL,Hybrid,CN,S
2021.0,157767.0,174320.0,Data Engineer  ,Data Science,EUR,MX,SE,FL,Remote,JP,S
2021.0,139418.0,150184.0,Data Scientist  (Remote),Analysis,EUR,UK,MI,FL,Hybrid,US,L
2021.0,85505.0,178348.0,Data Scientist  ,Data Science,EUR,MX,EX,CT,Hybrid,US,S
2021.0,106031.0,126544.0,Machine Learning Engineer  ,ML/AI,us dolars,JP,SE,PT,Remote,CN,S
2021.0,121818.0,178427.0,Machine Learning Engineer  in office,Data Science,EUR,CN,SE,FL,Remote,JP,S
2021.0,-152952.0,88451.0,Machine Learning Engineer  (Remote),Data Science,EUR,US,SE,PT,In-person,MX,S
2020.0,30146.0,51529.0,Machine Learning Engineer  in office,ML/AI,EUR,US,MI,FL,In-person,IN,L
2022.0,177049.0,197086.0,Statistician  in office,Engineering,us dolars,CN,EN,FL,Remote,CN,M
2021.0,195017.0,150542.0,Statistician  in office,Data Science,us dolars,CN,SE,FT,Remote,UK,M
2022.0,139822.0,50096.0,Data Scientist  ,Engineering,JPY,US,EN,PT,Remote,JP,M
2021.0,32594.0,125653.0,Data Engineer  (Remote),ML/AI,INR,DE,SE,FL,Hybrid,UK,L
2021.0,106610.0,33417.0,Data Engineer  in office,Analysis,EUR,UK,MI,PT,Hybrid,MX,M
2020.0,188503.0,101981.0,Data Analyst  in office,Analysis,INR,JP,EN,FT,Hybrid,MX,L
2020.0,152524.0,100953.0,Statistician  (Remote),Data Science,us dolars,IN,SE,FL,Remote,MX,L
2022.0,118197.0,45494.0,Machine Learning Engineer  ,Data Science,us dolars,MX,SE,FT,In-person,CN,M
2020.0,188643.0,141670.0,Machine Learning Engineer  in office,Analysis,JPY,CN,SE,FL,In-person,MX,M
2020.0,91797.0,148839.0,Data Analyst  (Remote),Engineering,GBP,CN,EX,FT,Hybrid,CN,L
2022.0,73937.0,174374.0,Data Engineer  ,Data Science,us dolars,MX,SE,FT,Hybrid,DE,L
2020.0,147618.0,85669.0,Machine Learning Engineer  ,ML/AI,EUR,US,MI,CT,Remote,US,M
2021.0,90051.0,197499.0,Data Engineer  ,Data Science,JPY,JP,MI,FL,Remote,DE,M
2022.0,107903.0,88263.0,Data Analyst  ,Engineering,GBP,JP,MI,FL,In-person,MX,M
2022.0,106990.0,70274.0,Data Engineer  ,Data Science,JPY,DE,SE,FL,In-person,US,L
2021.0,105204.0,149240.0,Data Engineer  (Remote),ML/AI,us dolars,UK,MI,PT,Remote,MX,L
2020.0,98951.0,189875.0,Data Engineer  ,ML/AI,GBP,DE,SE,CT,In-person,MX,L
2022.0,127309.0,190236.0,Machine Learning Engineer  in office,ML/AI,INR,DE,SE,PT,In-person,IN,M
2022.0,155341.0,68441.0,Data Scientist  (Remote),Engineering,GBP,JP,SE,FL,Hybrid,JP,S
2021.0,156822.0,93327.0,Statistician  in office,Engineering,EUR,UK,EX,CT,Remote,IN,S
2021.0,190111.0,130461.0,Data Engineer  in office,ML/AI,INR,UK,EN,FT,Remote,US,S
2020.0,145694.0,129099.0,Data Engineer  ,ML/AI,INR,UK,MI,CT,Remote,CN,S
2022.0,186640.0,106925.0,Data Engineer  ,Engineering,EUR,MX,EX,FT,Hybrid,MX,S
2020.0,67459.0,81035.0,Data Scientist  (Remote),Engineering,INR,US,MI,FL,Remote,DE,L
2020.0,168741.0,139863.0,Data Analyst  (Remote),Engineering,us dolars,UK,EX,FL,In-person,MX,M
2021.0,114985.0,43490.0,Machine Learning Engineer  in office,Analysis,GBP,JP,EN,FT,Hybrid,US,M
2022.0,196588.0,36044.0,Data Scientist  ,Engineering,GBP,MX,EN,CT,Hybrid,MX,M
2022.0,184405.0,57509.0,Data Engineer  ,ML/AI,EUR,US,EN,PT,Remote,CN,M
2022.0,-118295.0,57844.0,Data Scientist  in office,Data Science,EUR,IN,SE,CT,In-person,IN,S
2021.0,77941.0,92212.0,Data Scientist  ,Engineering,INR,CN,SE,FT,Remote,CN,S
2021.0,139903.0,182676.0,Data Scientist  (Remote),ML/AI,GBP,DE,MI,FT,In-person,CN,M
2021.0,68875.0,188632.0,Data Analyst  in office,Data Science,GBP,UK,MI,PT,Remote,IN,M
2021.0,158975.0,162278.0,Statistician  ,Analysis,GBP,IN,MI,PT,In-person,DE,S
2021.0,173770.0,144587.0,Machine Learning Engineer  in office,ML/AI,GBP,UK,SE,PT,In-person,MX,M
2022.0,126500.0,108632.0,Data Analyst  ,Data Science,JPY,DE,MI,FT,In-person,CN,S
2020.0,91826.0,190622.0,Data Analyst  ,ML/AI,EUR,JP,EN,FL,Hybrid,DE,S
2022.0,192480.0,82232.0,Statistician  ,Engineering,INR,JP,MI,CT,Remote,CN,L
2020.0,154628.0,65228.0,Data Analyst  (Remote),Engineering,INR,DE,MI,PT,Remote,CN,M
2021.0,108845.0,115925.0,Data Scientist  in office,Data Science,EUR,IN,EX,FT,Remote,IN,M
2020.0,130965.0,67693.0,Data Scientist  (Remote),Engineering,us dolars,US,SE,CT,Hybrid,US,M
2022.0,176205.0,114533.0,Data Engineer  (Remote),ML/AI,EUR,CN,EN,PT,In-person,MX,S
2022.0,150853.0,130019.0,Data Analyst  in office,Data Science,GBP,CN,EN,FL,Hybrid,US,L
2020.0,197198.0,117165.0,Data Engineer  in office,ML/AI,GBP,CN,EN,CT,Hybrid,JP,M
2021.0,63043.0,64337.0,Machine Learning Engineer  ,ML/AI,EUR,US,MI,CT,In-person,IN,S
2021.0,165150.0,47060.0,Data Scientist  ,ML/AI,EUR,UK,EN,FT,Remote,JP,S
2022.0,83906.0,196353.0,Machine Learning Engineer  in office,Engineering,INR,DE,EN,FT,Hybrid,CN,S
2020.0,41137.0,78993.0,Statistician  ,Engineering,INR,DE,EX,FT,In-person,IN,S
2021.0,59350.0,109459.0,Data Scientist  ,ML/AI,JPY,US,MI,FL,In-person,JP,L
2021.0,34698.0,195871.0,Machine Learning Engineer  in office,Analysis,JPY,IN,EX,CT,Remote,UK,L
2022.0,160119.0,137606.0,Statistician  (Remote),ML/AI,GBP,CN,SE,PT,In-person,US,S
2021.0,194204.0,145600.0,Machine Learning Engineer  in office,ML/AI,JPY,MX,MI,FL,In-person,US,M
2020.0,40165.0,35322.0,Statistician  in office,Data Science,JPY,DE,EX,PT,In-person,UK,L
2022.0,161866.0,68438.0,Statistician  (Remote),ML/AI,us dolars,JP,SE,PT,Remote,DE,M
2022.0,174718.0,109369.0,Data Scientist  ,Engineering,EUR,JP,EX,FT,Remote,UK,M
2020.0,-166942.0,48134.0,Data Engineer  (Remote),Data Science,EUR,MX,SE,PT,In-person,MX,S
2022.0,128893.0,37575.0,Statistician  (Remote),Analysis,JPY,DE,EN,PT,In-person,US,M
2021.0,60736.0,106899.0,Statistician  in office,Data Science,INR,CN,EN,FL,Remote,MX,L
2021.0,88084.0,118307.0,Data Scientist  ,Data Science,EUR,CN,SE,FT,Remote,IN,S
2020.0,46211.0,124265.0,Data Engineer  ,Data Science,JPY,CN,EX,PT,Remote,JP,M
2021.0,116665.0,196852.0,Data Analyst  (Remote),Data Science,GBP,IN,EX,PT,Hybrid,US,M
2020.0,168449.0,49812.0,Data Analyst  in office,Analysis,us dolars,JP,SE,PT,Remote,MX,S
2020.0,169933.0,74522.0,Data Engineer  (Remote),Engineering,EUR,IN,MI,CT,In-person,UK,L
2021.0,178893.0,118383.0,Machine Learning Engineer  ,Engineering,EUR,US,EN,CT,Remote,IN,M
2020.0,108488.0,54932.0,Data Scientist  ,Engineering,GBP,UK,EX,FT,In-person,US,L
2021.0,188025.0,78966.0,Data Engineer  in office,Data Science,GBP,CN,SE,FL,In-person,UK,S
2022.0,157870.0,75580.0,Data Analyst  in office,ML/AI,EUR,US,EN,FT,In-person,MX,S
2022.0,66801.0,138113.0,Statistician  (Remote),Data Science,EUR,UK,EN,CT,Remote,US,S
2020.0,48277.0,56199.0,Data Analyst  in office,ML/AI,us dolars,MX,EN,FT,Remote,UK,S
2021.0,113762.0,133528.0,Statistician  (Remote),ML/AI,JPY,JP,SE,FL,Remote,CN,S
2021.0,183700.0,174909.0,Data Scientist  in office,Engineering,us dolars,UK,SE,FT,Remote,UK,S
2022.0,112246.0,42688.0,Statistician  (Remote),ML/AI,EUR,UK,EN,PT,Remote,US,S
2022.0,159350.0,170859.0,Data Engineer  ,Data Science,JPY,DE,SE,FL,Hybrid,IN,S
2021.0,57802.0,195829.0,Statistician  ,Data Science,EUR,UK,EN,FL,Remote,US,L
2020.0,152794.0,120640.0,Machine Learning Engineer  ,Engineering,us dolars,DE,EN,FL,Hybrid,US,M
2022.0,189749.0,90539.0,Data Engineer  ,Analysis,us dolars,UK,EN,FT,In-person,CN,L
2020.0,168572.0,161135.0,Data Scientist  ,Data Science,us dolars,DE,SE,FT,In-person,IN,L
2020.0,34015.0,107688.0,Data Engineer  ,ML/AI,JPY,JP,MI,PT,In-person,CN,M
2022.0,160305.0,114732.0,Machine Learning Engineer  in office,Data Science,INR,JP,MI,FL,In-person,US,M
2020.0,88812.0,176031.0,Data Scientist  in office,Data Science,INR,UK,SE,PT,Hybrid,CN,S
2020.0,37826.0,192352.0,Data Analyst  in office,Data Science,EUR,MX,EX,FL,Hybrid,JP,M
2021.0,39201.0,188539.0,Machine Learning Engineer  (Remote),Analysis,JPY,MX,SE,CT,In-person,JP,L
2020.0,59048.0,177128.0,Data Scientist  in office,ML/AI,GBP,IN,EX,FT,Remote,JP,S
2021.0,151471.0,33135.0,Statistician  in office,Engineering,INR,MX,EN,PT,In-person,UK,L
2022.0,49941.0,47564.0,Data Engineer  (Remote),Data Science,JPY,JP,EX,FT,In-person,DE,M
2022.0,110641.0,93258.0,Data Scientist  (Remote),ML/AI,JPY,US,EN,FT,Hybrid,MX,L
2021.0,88418.0,133813.0,Data Engineer  ,ML/AI,INR,MX,MI,CT,In-person,CN,L
2022.0,71541.0,57462.0,Statistician  in office,Engineering,JPY,US,EN,CT,Hybrid,US,S
2020.0,100422.0,86682.0,Data Scientist  in office,Data Science,JPY,DE,EX,FL,Hybrid,DE,S
2020.0,148069.0,32728.0,Data Analyst  (Remote),Analysis,INR,IN,MI,CT,In-person,CN,L
2020.0,185022.0,168703.0,Machine Learning Engineer  ,ML/AI,us dolars,CN,MI,FL,Remote,JP,M
2022.0,150965.0,171956.0,Data Scientist  in office,Engineering,EUR,DE,SE,CT,Hybrid,MX,S
2020.0,181714.0,54974.0,Statistician  (Remote),Analysis,GBP,UK,EX,CT,Hybrid,IN,L
2022.0,71607.0,145092.0,Data Scientist  (Remote),ML/AI,EUR,MX,EX,PT,Hybrid,JP,S
2020.0,192360.0,131177.0,Data Engineer  in office,Data Science,us dolars,JP,SE,CT,In-person,MX,S
2021.0,142117.0,143795.0,Data Scientist  (Remote),ML/AI,us dolars,IN,SE,PT,In-person,US,M
2022.0,112865.0,197108.0,Data Analyst  (Remote),Analysis,JPY,DE,MI,CT,Hybrid,DE,L
2022.0,44450.0,114614.0,Data Scientist  in office,Analysis,EUR,DE,SE,PT,Remote,DE,L
2020.0,35618.0,171346.0,Machine Learning Engineer  ,Data Science,us dolars,US,MI,FT,In-person,CN,L
2022.0,195335.0,179923.0,Data Scientist  in office,Data Science,EUR,UK,SE,FL,Remote,UK,S
2022.0,97583.0,91816.0,Data Engineer  ,Engineering,us dolars,DE,SE,CT,Remote,IN,L
2021.0,104900.0,78526.0,Data Scientist  (Remote),Data Science,EUR,US,SE,PT,In-person,MX,S
2021.0,-58794.0,83467.0,Data Analyst  in office,Data Science,EUR,IN,SE,CT,Hybrid,JP,S
2020.0,-43091.0,146609.0,Statistician  in office,Data Science,EUR,DE,SE,PT,Remote,MX,S
2021.0,45161.0,154420.0,Data Scientist  ,Analysis,JPY,CN,EN,PT,Hybrid,MX,S
2020.0,165230.0,109430.0,Data Scientist  (Remote),ML/AI,EUR,CN,EX,CT,Remote,IN,M
2020.0,153612.0,56965.0,Machine Learning Engineer  in office,ML/AI,INR,US,MI,FL,Hybrid,US,M
2020.0,57663.0,191630.0,Data Analyst  in office,Engineering,EUR,CN,MI,PT,In-person,UK,L
2022.0,167805.0,89807.0,Statistician  (Remote),Data Science,GBP,UK,EN,FT,Remote,JP,M
2021.0,129961.0,82520.0,Data Engineer  ,Data Science,GBP,JP,MI,CT,Remote,US,S
2020.0,193073.0,160030.0,Data Scientist  in office,Data Science,EUR,CN,SE,FT,Remote,IN,S
2021.0,170401.0,128983.0,Statistician  (Remote),Analysis,us dolars,IN,EX,PT,Hybrid,UK,S
2020.0,83105.0,152194.0,Data Engineer  in office,Engineering,GBP,DE,EN,PT,Remote,JP,S
2021.0,93436.0,112667.0,Data Analyst  in office,Analysis,EUR,US,MI,CT,Remote,IN,S
2021.0,158379.0,178777.0,Data Analyst  in office,Analysis,JPY,DE,EX,FL,Hybrid,JP,L
2020.0,160705.0,159335.0,Statistician  ,Data Science,GBP,JP,SE,FT,Hybrid,MX,L
2022.0,122635.0,75110.0,Data Engineer  (Remote),Engineering,EUR,DE,EN,FL,In-person,UK,S
2021.0,99579.0,161032.0,Data Analyst  in office,Analysis,us dolars,DE,EX,FT,Hybrid,UK,L
2022.0,44242.0,34789.0,Statistician  in office,ML/AI,us dolars,US,SE,FL,Remote,IN,M
2022.0,128901.0,30533.0,Data Analyst  in office,ML/AI,JPY,JP,MI,CT,Remote,JP,M
2020.0,155056.0,80970.0,Data Analyst  ,Data Science,JPY,IN,MI,FT,In-person,DE,S
2020.0,188205.0,58776.0,Data Analyst  in office,ML/AI,EUR,US,SE,CT,In-person,US,L
2020.0,185812.0,48725.0,Machine Learning Engineer  (Remote),ML/AI,JPY,MX,EX,FL,Remote,UK,S
2021.0,130628.0,94367.0,Data Engineer  ,Analysis,JPY,JP,MI,FL,Hybrid,JP,L
2020.0,60976.0,102230.0,Statistician  (Remote),ML/AI,us dolars,JP,MI,FL,Remote,IN,S
2020.0,41231.0,100542.0,Statistician  in office,ML/AI,EUR,DE,EX,CT,In-person,MX,S
2021.0,164400.0,122534.0,Data Engineer  in office,Analysis,JPY,UK,EX,PT,Remote,IN,S
2021.0,55261.0,132849.0,Data Engineer  ,Data Science,EUR,UK,SE,PT,Remote,UK,M
2020.0,55262.0,125623.0,Data Engineer  in office,Data Science,GBP,IN,MI,FT,Remote,CN,L
2020.0,164352.0,133211.0,Data Engineer  (Remote),Engineering,us dolars,DE,EX,CT,In-person,UK,L
2020.0,192814.0,34485.0,Data Scientist  (Remote),ML/AI,us dolars,UK,EN,CT,In-person,MX,M
2020.0,33590.0,96771.0,Statistician  (Remote),Analysis,us dolars,US,SE,CT,In-person,CN,M
2022.0,146726.0,127519.0,Data Scientist  in office,Engineering,INR,IN,SE,FL,Hybrid,DE,L
2022.0,117542.0,96681.0,Data Analyst  in office,Data Science,EUR,DE,SE,CT,In-person,IN,L
2020.0,43570.0,184876.0,Data Analyst  ,Data Science,GBP,CN,SE,PT,Hybrid,JP,S
2022.0,39533.0,31475.0,Statistician  ,Analysis,JPY,US,EN,FT,Hybrid,CN,S
2021.0,155890.0,156803.0,Data Analyst  (Remote),Engineering,GBP,UK,SE,PT,In-person,US,L
2022.0,174438.0,82073.0,Data Engineer  (Remote),Engineering,EUR,UK,SE,CT,Hybrid,US,L
2022.0,143819.0,40047.0,Data Scientist  ,Analysis,us dolars,UK,EX,FT,Hybrid,DE,S
2020.0,106368.0,156104.0,Data Engineer  ,Analysis,INR,UK,MI,FT,Remote,CN,M
2022.0,189397.0,125957.0,Data Analyst  (Remote),Engineering,EUR,JP,SE,CT,Hybrid,CN,L
2022.0,64798.0,123491.0,Data Scientist  ,Data Science,EUR,CN,EX,CT,Hybrid,JP,L
2022.0,52849.0,117599.0,Data Engineer  in office,ML/AI,JPY,IN,EX,PT,In-person,US,M
2022.0,167229.0,78444.0,Statistician  in office,Data Science,GBP,IN,MI,PT,Remote,US,M
2021.0,141972.0,182871.0,Data Engineer  ,Analysis,GBP,UK,EX,FL,Hybrid,MX,M
2020.0,191250.0,116858.0,Data Analyst  ,Engineering,JPY,IN,EX,FL,Hybrid,JP,L
2020.0,59030.0,141897.0,Data Scientist  in office,Engineering,INR,CN,SE,FL,Hybrid,MX,L
2021.0,156026.0,133351.0,Statistician  in office,ML/AI,us dolars,US,SE,CT,In-person,CN,L
2022.0,150398.0,87895.0,Data Scientist  (Remote),Engineering,us dolars,US,EX,CT,In-person,JP,S
2021.0,95729.0,138500.0,Statistician  ,ML/AI,INR,MX,EN,FL,Remote,UK,M
2022.0,38164.0,92559.0,Data Scientist  in office,Data Science,JPY,IN,MI,FL,Hybrid,US,M
2021.0,31119.0,185075.0,Data Analyst  ,Data Science,EUR,UK,EX,PT,Remote,CN,S
2020.0,43351.0,183573.0,Statistician  in office,Engineering,GBP,DE,EX,FL,In-person,US,S
2020.0,102076.0,61092.0,Machine Learning Engineer  in office,Engineering,EUR,CN,EN,FL,Hybrid,MX,S
2020.0,75162.0,59768.0,Data Scientist  ,Analysis,GBP,UK,MI,FT,Hybrid,DE,S
2022.0,61760.0,64604.0,Data Scientist  (Remote),Analysis,EUR,JP,EX,FL,Remote,UK,M
2022.0,119074.0,117824.0,Data Engineer  in office,Data Science,EUR,DE,SE,FT,Hybrid,UK,S
2021.0,149567.0,76760.0,Statistician  ,Engineering,JPY,CN,SE,FL,In-person,US,S
